"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""180"",""15:35:55.352"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""181"",""15:35:55.355"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""182"",""15:35:55.356"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""183"",""15:35:55.360"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""184"",""15:35:55.361"",""  E   "",""18EA0017"",""3"",""E5 FE 00"",""..."""
"USB-to-CAN V2 compact  CAN-1,""185"",""15:35:55.368"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""186"",""15:35:55.370"",""  E   "",""18FEEE00"",""8"",""FF FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""187"",""15:35:55.372"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""188"",""15:35:55.376"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""189"",""15:35:55.388"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""190"",""15:35:55.390"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""191"",""15:35:55.392"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""192"",""15:35:55.395"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""193"",""15:35:55.396"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""194"",""15:35:55.400"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""195"",""15:35:55.405"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""196"",""15:35:55.408"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""197"",""15:35:55.410"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""198"",""15:35:55.412"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""199"",""15:35:55.416"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""200"",""15:35:55.428"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""201"",""15:35:55.432"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""202"",""15:35:55.436"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""203"",""15:35:55.440"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""204"",""15:35:55.445"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""205"",""15:35:55.448"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""206"",""15:35:55.450"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""207"",""15:35:55.452"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""208"",""15:35:55.455"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""209"",""15:35:55.456"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""210"",""15:35:55.460"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""211"",""15:35:55.468"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""212"",""15:35:55.472"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""213"",""15:35:55.476"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""214"",""15:35:55.488"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""215"",""15:35:55.490"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""216"",""15:35:55.492"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""217"",""15:35:55.495"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""218"",""15:35:55.496"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""219"",""15:35:55.500"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""220"",""15:35:55.505"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""221"",""15:35:55.508"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""222"",""15:35:55.510"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""223"",""15:35:55.512"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""224"",""15:35:55.516"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""225"",""15:35:55.528"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""226"",""15:35:55.532"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""227"",""15:35:55.536"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""228"",""15:35:55.540"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""229"",""15:35:55.545"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""230"",""15:35:55.548"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""231"",""15:35:55.550"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""232"",""15:35:55.552"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""233"",""15:35:55.555"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""234"",""15:35:55.556"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""235"",""15:35:55.560"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""236"",""15:35:55.568"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""237"",""15:35:55.572"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""238"",""15:35:55.576"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""239"",""15:35:55.588"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""240"",""15:35:55.590"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""241"",""15:35:55.592"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""242"",""15:35:55.595"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""243"",""15:35:55.596"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""244"",""15:35:55.600"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""245"",""15:35:55.605"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""246"",""15:35:55.608"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""247"",""15:35:55.610"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""248"",""15:35:55.612"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""249"",""15:35:55.616"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""250"",""15:35:55.620"",""  E   "",""18FEEF00"",""8"",""01 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""251"",""15:35:55.628"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""252"",""15:35:55.632"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""253"",""15:35:55.636"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""254"",""15:35:55.640"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""255"",""15:35:55.644"",""  E   "","" CFDD680"",""8"",""04 0F 04 32 F0 30 3F FF"",""...2.0?."""
"USB-to-CAN V2 compact  CAN-1,""256"",""15:35:55.645"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""257"",""15:35:55.646"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""258"",""15:35:55.648"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""259"",""15:35:55.650"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""260"",""15:35:55.652"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""261"",""15:35:55.655"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""262"",""15:35:55.656"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""263"",""15:35:55.660"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""264"",""15:35:55.668"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""265"",""15:35:55.672"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""266"",""15:35:55.673"",""  E   "","" CFDD680"",""8"",""04 0A 04 28 F0 30 3F FF"",""...(.0?."""
"USB-to-CAN V2 compact  CAN-1,""267"",""15:35:55.674"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""268"",""15:35:55.676"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""269"",""15:35:55.688"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""270"",""15:35:55.690"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""271"",""15:35:55.692"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""272"",""15:35:55.695"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""273"",""15:35:55.696"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""274"",""15:35:55.699"",""  E   "","" CFDD680"",""8"",""04 0A 04 1E F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""275"",""15:35:55.700"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""276"",""15:35:55.700"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""277"",""15:35:55.705"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""278"",""15:35:55.708"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""279"",""15:35:55.710"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""280"",""15:35:55.712"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""281"",""15:35:55.716"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""282"",""15:35:55.727"",""  E   "","" CFDD680"",""8"",""01 00 04 19 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""283"",""15:35:55.727"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""284"",""15:35:55.728"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""285"",""15:35:55.732"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""286"",""15:35:55.736"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""287"",""15:35:55.740"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""288"",""15:35:55.745"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""289"",""15:35:55.748"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""290"",""15:35:55.750"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""291"",""15:35:55.752"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""292"",""15:35:55.753"",""  E   "","" CFDD680"",""8"",""01 00 04 0F F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""293"",""15:35:55.754"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""294"",""15:35:55.755"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""295"",""15:35:55.756"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""296"",""15:35:55.760"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""297"",""15:35:55.768"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""298"",""15:35:55.772"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""299"",""15:35:55.776"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""300"",""15:35:55.781"",""  E   "","" CFDD680"",""8"",""01 00 04 0A F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""301"",""15:35:55.781"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""302"",""15:35:55.788"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 10 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""303"",""15:35:55.790"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""304"",""15:35:55.792"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""305"",""15:35:55.795"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""306"",""15:35:55.796"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""307"",""15:35:55.800"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""308"",""15:35:55.805"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""309"",""15:35:55.807"",""  E   "","" CFDD680"",""8"",""01 00 04 05 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""310"",""15:35:55.808"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""311"",""15:35:55.809"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""312"",""15:35:55.810"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""313"",""15:35:55.812"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""314"",""15:35:55.816"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""315"",""15:35:55.828"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""316"",""15:35:55.832"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""317"",""15:35:55.834"",""  E   "","" CFDD680"",""8"",""01 00 04 05 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""318"",""15:35:55.835"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""319"",""15:35:55.836"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""320"",""15:35:55.840"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""321"",""15:35:55.845"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""322"",""15:35:55.848"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""323"",""15:35:55.850"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""324"",""15:35:55.852"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""325"",""15:35:55.855"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""326"",""15:35:55.856"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""327"",""15:35:55.860"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""328"",""15:35:55.862"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""329"",""15:35:55.862"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""330"",""15:35:55.865"",""  E   "",""18FECA00"",""8"",""03 FF 00 00 00 00 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""331"",""15:35:55.868"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""332"",""15:35:55.870"",""  E   "",""18FEEE00"",""8"",""79 48 FF FF FF FF FF FF"",""yH......"""
"USB-to-CAN V2 compact  CAN-1,""333"",""15:35:55.872"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""334"",""15:35:55.876"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""335"",""15:35:55.888"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""336"",""15:35:55.889"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""337"",""15:35:55.890"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""338"",""15:35:55.890"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""339"",""15:35:55.891"",""  E   "",""18EA0017"",""3"",""E5 FE 00"",""..."""
"USB-to-CAN V2 compact  CAN-1,""340"",""15:35:55.892"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""341"",""15:35:55.895"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""342"",""15:35:55.896"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""343"",""15:35:55.900"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""344"",""15:35:55.905"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""345"",""15:35:55.908"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""346"",""15:35:55.910"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""347"",""15:35:55.912"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""348"",""15:35:55.915"",""  E   "",""18FEF500"",""8"",""C3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""349"",""15:35:55.916"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""350"",""15:35:55.916"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""351"",""15:35:55.917"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""352"",""15:35:55.928"",""  E   "",""18FF0104"",""8"",""00 10 00 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""353"",""15:35:55.932"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 14 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""354"",""15:35:55.936"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
